MapId	X	Y	Vx	Vy	NumSamples
509	24300	1800	-0.225850708348329	-0.0441521107872438	1302
509	18600	600	-0.0797221726073351	-0.0953323975659327	3816
509	11100	-2400	0.018944947721801	-0.00456288554041206	4098
509	22200	-3000	-0.176037454734921	-0.0756737901952767	5068
509	10800	-3600	-0.00360375157786824	-0.0484295583337638	11663
509	15900	-4200	-0.0280850984500205	-0.0778606569421154	3641
509	15300	600	-0.561358499481047	-0.0846098849915879	2283
509	15900	-300	0.0317648909191304	-0.0297704754107266	4952
509	17100	3000	0.155464843726323	0.0336955601403889	2336
509	24000	-3000	-0.197604101710921	-0.00681263304269707	4550
509	24000	-2700	-0.304534727117412	-0.0454162326310419	4068
509	11700	-7800	-0.0704386712218723	0.0153206202591404	15737
509	19800	-7800	-0.000771425753562505	-0.0969135390000761	3217
509	11400	600	0.0267550645640379	-0.101916279545356	7411
509	12300	-5100	0.184097094343598	0.0037258472728954	11127
509	13500	-3900	0.426582459522557	-0.0916544855247012	3609
509	16800	1800	0.0460449921631034	0.34063868850278	874
509	24300	3300	-0.0494859985877084	0.290921044552228	274
509	23700	2400	-0.221646557029757	-0.0862687577181725	1063
509	23700	2100	-0.156357344530954	-0.0615837354243245	1281
509	25500	4800	-0.2239916553876	-0.202567121452443	235
509	27000	3000	-0.24845953235283	0.168030827441766	214
509	19500	3000	-0.611123061038578	0.0848750907078231	1405
509	9600	-8100	-0.0803746744392399	0.00441475480784049	3560
509	8400	-12900	-0.276984941820733	0.0307664630867817	3423
509	10500	-4800	-0.0990599949813342	-0.0818719406284313	6546
509	14400	600	-0.19021123944727	0.0149517737562556	4751
509	20100	-4500	0.166143783501374	0.082296270614026	2343
509	11700	-7500	-0.0451244189546434	-0.0158346772084338	17367
509	17700	600	-0.304804680219371	-0.186149975119781	3961
509	18600	1500	-0.116262869784502	-0.324663855498262	3785
509	10500	-11100	0.121327680529862	0.288330992003974	8870
509	18300	3300	-0.0974394905193093	-0.162684796685401	4297
509	5700	-13500	0.177632250751634	0.101981295414971	4074
509	13500	-9000	-0.020511644274209	0.22019198590393	4298
509	11100	-10800	-0.0287860147002076	0.0278535260111394	2805
509	19800	0	-0.111880550161227	-0.159116172023786	3421
509	11400	-7500	-0.0519678839193883	0.00168476616001174	14221
509	11100	-900	0.102933860686676	0.0549856507779414	7023
509	15300	300	-0.299074003227947	-0.0258049031782643	4920
509	12600	-3600	0.00636178405756447	-0.0856100475774468	9520
509	12000	-3600	-0.0386197228034541	-0.0178182522131112	11595
509	13500	-6000	0.0122488953721036	-0.154122810707914	2575
509	16800	-3300	-0.175269384620678	-0.196155191643529	2571
509	23400	-3000	-0.28001768514256	-0.0571148140906002	4374
509	10200	-3600	0.0334075157111446	-0.0511358525930073	10708
509	10800	-4200	0.00791373460324015	-0.126025184580847	9599
509	9600	-7200	0.0141055344052196	0.119446744861524	2889
509	11700	-11100	0.0381856846867302	-0.171178820187343	3193
509	11400	-5700	0.0416441935029443	-0.0805306103852791	17594
509	6900	-7800	-0.104217560595921	-0.17902662629326	2932
509	7800	-8100	-0.0589191024930315	-0.0180296042764174	3890
509	13500	-3600	0.392765596557877	-0.0413913307935359	5253
509	12300	-2400	-0.0196315662926051	-0.135196956556703	4000
509	22500	-2100	-0.412590842727475	0.0697509969715646	1870
509	13200	-7500	-0.155027703289426	-0.189618175694688	4338
509	13800	-8700	0.00533825514353708	0.346355489656994	3069
509	24000	2400	-0.179683688789655	0.00763407036723729	888
509	24300	-600	-0.142118206639733	0.204816128081222	1787
509	18900	-3600	0.0221430250834497	0.0215211362642923	3644
509	13200	-9000	0.0873738949175448	0.17664244751482	9032
509	10500	-5100	-0.0713396865743807	-0.105165717503474	6747
